Category,Organisms,Year,Source
baa,Brucella abortus A13334,2012,RefSeq
babo,Brucella abortus bv. 2 86/8/59,2014,GenBank
babr,Brucella abortus bv. 6 870,2014,GenBank
babt,Brucella abortus 63 75,2014,GenBank
babb,Brucella abortus BDW,2014,GenBank
babu,Brucella abortus bv. 9 C68,2014,GenBank
babs,Brucella abortus BER,2015,GenBank
babc,Brucella abortus NCTC 10505,2015,GenBank
bms,Brucella suis 1330,2002,RefSeq
bsi,Brucella suis 1330,2012,RefSeq
bsf,Brucella suis bv. 1,2014,GenBank
bsui,Brucella suis bv. 2 Bs143CITA,2014,GenBank
bsup,Brucella suis bv. 2 PT09143,2014,GenBank
bsuv,Brucella suis bv. 2 PT09172,2014,GenBank
bsuc,Brucella suis bv. 2 Bs364CITA,2015,GenBank
bmt,Brucella suis ATCC 23445,2007,RefSeq
bsz,Brucella suis bv. 3,2014,GenBank
bsv,Brucella suis VBI22,2012,RefSeq
bsw,Brucella suis ZW043,2014,GenBank
bsg,Brucella suis ZW046,2014,GenBank
bov,Brucella ovis,2007,RefSeq
bcs,Brucella canis ATCC 23365,2007,RefSeq
bsk,Brucella canis HSK A52141,2012,RefSeq
bol,Brucella canis Oliveri,2014,GenBank
bcar,Brucella canis RM6/66,2014,GenBank
bcas,Brucella canis SVA13,2014,GenBank
bmr,Brucella microti,2009,RefSeq
bpp,Brucella pinnipedialis B2/94,2011,RefSeq
bpv,Brucella pinnipedialis 6/566,2014,GenBank
bcet,Brucella ceti TE10759-12,2013,RefSeq
bcee,Brucella ceti TE28753-12,2013,RefSeq
oan,Ochrobactrum anthropi ATCC 49188,2007,RefSeq
oah,Ochrobactrum anthropi OAB,2014,GenBank
bja,Bradyrhizobium diazoefficiens USDA 110,2002,RefSeq
bju,Bradyrhizobium japonicum USDA 6,2012,RefSeq
bjp,Bradyrhizobium japonicum E109,2015,GenBank
bra,Bradyrhizobium sp. ORS 278,2007,RefSeq
bbt,Bradyrhizobium sp. BTAi1,2007,RefSeq
brs,Bradyrhizobium sp. S23321,2012,RefSeq
aol,Bradyrhizobium oligotrophicum,2013,RefSeq
rpa,Rhodopseudomonas palustris CGA009,2003,RefSeq
rpb,Rhodopseudomonas palustris HaA2,2006,RefSeq
rpc,Rhodopseudomonas palustris BisB18,2006,RefSeq
rpd,Rhodopseudomonas palustris BisB5,2006,RefSeq
rpe,Rhodopseudomonas palustris BisA53,2006,RefSeq
rpt,Rhodopseudomonas palustris TIE-1,2008,RefSeq
rpx,Rhodopseudomonas palustris DX-1,2011,RefSeq
nwi,Nitrobacter winogradskyi,2005,RefSeq
nha,Nitrobacter hamburgensis,2006,RefSeq
oca,Oligotropha carboxidovorans OM5 (Mississippi),2008,RefSeq
ocg,Oligotropha carboxidovorans OM5 (Goettingen),2011,RefSeq
oco,Oligotropha carboxidovorans OM4,2012,RefSeq
bhe,Bartonella henselae Houston-1,2004,RefSeq
bhn,Bartonella henselae BM1374163,2014,GenBank
bhs,Bartonella henselae BM1374165,2014,GenBank
bqu,Bartonella quintana Toulouse,2004,RefSeq
bqr,Bartonella quintana RM-11,2012,RefSeq
bbk,Bartonella bacilliformis,2007,RefSeq
btr,Bartonella tribocorum CIP 105476,2007,RefSeq
btx,Bartonella tribocorum BM1374166,2014,GenBank
bgr,Bartonella grahamii,2009,RefSeq
bcd,Bartonella clarridgeiae,2011,RefSeq
baus,Bartonella australis,2013,RefSeq
bvn,Bartonella vinsonii,2013,RefSeq
xau,Xanthobacter autotrophicus,2007,RefSeq
azc,Azorhizobium caulinodans,2007,RefSeq
sno,Starkeya novella,2010,RefSeq
mex,Methylobacterium extorquens PA1,2007,RefSeq
mea,Methylobacterium extorquens AM1,2009,GenBank
mdi,Methylobacterium extorquens DM4,2009,RefSeq
mch,Methylobacterium extorquens CM4,2008,RefSeq
mrd,Methylobacterium radiotolerans,2008,RefSeq
met,Methylobacterium sp. 4-46,2008,RefSeq
mpo,Methylobacterium populi,2008,RefSeq
mno,Methylobacterium nodulans,2009,RefSeq
mor,Methylobacterium oryzae,2014,GenBank
bid,Beijerinckia indica,2008,RefSeq
msl,Methylocella silvestris,2008,RefSeq
hdn,Hyphomicrobium denitrificans ATCC 51888,2010,RefSeq
hdt,Hyphomicrobium denitrificans 1NES1,2013,RefSeq
hmc,Hyphomicrobium sp. MC1,2011,RefSeq
hni,Hyphomicrobium nitrativorans,2013,RefSeq
rva,Rhodomicrobium vannielii,2010,RefSeq
phl,Pelagibacterium halotolerans,2011,RefSeq
fil,Filomicrobium sp. W,2015,GenBank
fiy,Filomicrobium sp. Y,2015,GenBank
deq,Devosia sp. H5989,2015,GenBank
msc,Methylocystis sp. SC2,2012,RefSeq
mey,Martelella endophytica,2015,GenBank
hci,Candidatus Hodgkinia cicadicola Dsem,2009,GenBank
hct,Candidatus Hodgkinia cicadicola TETULN,2014,GenBank
hcc,Candidatus Hodgkinia cicadicola TETUND1,2015,GenBank
hcd,Candidatus Hodgkinia cicadicola TETUND2,2015,GenBank
mcg,Methyloceanibacter caenitepidi,2015,GenBank
ccr,Caulobacter crescentus CB15,2001,RefSeq
ccs,Caulobacter crescentus NA1000,2009,RefSeq
cak,Caulobacter sp. K31,2008,RefSeq
cse,Caulobacter segnis,2010,RefSeq
pzu,Phenylobacterium zucineum,2008,RefSeq
bsb,Brevundimonas subvibrioides,2010,RefSeq
aex,Asticcacaulis excentricus,2011,RefSeq
sil,Ruegeria pomeroyi,2004,RefSeq
sit,Ruegeria sp. TM1040,2006,RefSeq
rsp,Rhodobacter sphaeroides 2.4.1,2005,RefSeq
rsh,Rhodobacter sphaeroides ATCC 17029,2007,RefSeq
rsq,Rhodobacter sphaeroides ATCC 17025,2007,RefSeq
rsk,Rhodobacter sphaeroides KD131,2009,RefSeq
rcp,Rhodobacter capsulatus,2010,RefSeq
jan,Jannaschia sp. CCS1,2006,RefSeq
rde,Roseobacter denitrificans,2006,RefSeq
rli,Roseobacter litoralis,2011,RefSeq
pde,Paracoccus denitrificans,2006,RefSeq
pami,Paracoccus aminophilus,2013,RefSeq
dsh,Dinoroseobacter shibae,2007,RefSeq
kvu,Ketogulonicigenium vulgare Y25,2010,RefSeq
kvl,Ketogulonicigenium vulgare WSH-001,2012,RefSeq
psf,Pseudovibrio sp. FO-BEG1,2012,RefSeq
pga,Phaeobacter inhibens,2012,RefSeq
pgl,Phaeobacter gallaeciensis 2.10,2012,RefSeq
pgd,Phaeobacter gallaeciensis DSM 26640,2013,RefSeq
oat,Octadecabacter antarcticus,2013,RefSeq
oar,Octadecabacter arcticus,2013,RefSeq
otm,Octadecabacter temperatus,2015,GenBank
lmd,Leisingera methylohalidivorans,2013,RefSeq
red,Roseibacterium elongatum,2014,GenBank
ptp,Planktomarina temperata,2014,GenBank
cid,Celeribacter indicus,2015,GenBank
malg,Marinovum algicola,2015,GenBank
mmr,Maricaulis maris,2006,RefSeq
hne,Hyphomonas neptunium,2006,RefSeq
hba,Hirschia baltica,2009,RefSeq
zmo,Zymomonas mobilis subsp. mobilis ZM4,2004,RefSeq
zmn,Zymomonas mobilis subsp. mobilis NCIMB 11163,2009,RefSeq
zmm,Zymomonas mobilis subsp. mobilis ATCC 10988,2012,RefSeq
zmb,Zymomonas mobilis subsp. mobilis ATCC 29191,2012,RefSeq
zmi,Zymomonas mobilis subsp. mobilis CP4 = NRRL B-14023,2013,RefSeq
zmc,Zymomonas mobilis subsp. mobilis CP4 = NRRL B-14023,2014,GenBank
zmr,Zymomonas mobilis subsp. mobilis NRRL B-12526,2014,GenBank
zmp,Zymomonas mobilis subsp. pomaceae ATCC 29192,2011,RefSeq
nar,Novosphingobium aromaticivorans,2006,RefSeq
npp,Novosphingobium sp. PP1Y,2011,RefSeq
npn,Novosphingobium pentaromativorans,2014,GenBank
sal,Sphingopyxis alaskensis,2006,RefSeq
sphk,Sphingopyxis sp. Kp5.2,2015,GenBank
swi,Sphingomonas wittichii,2007,RefSeq
sphm,Sphingomonas sp. MM-1,2013,RefSeq
stax,Sphingomonas taxi,2014,GenBank
sphi,Sphingomonas sp. WHSC-8,2015,GenBank
ssan,Sphingomonas sanxanigenens,2015,GenBank
sjp,Sphingobium japonicum,2010,RefSeq
sch,Sphingobium chlorophenolicum,2011,RefSeq
ssy,Sphingobium sp. SYK-6,2011,RefSeq
syb,Sphingobium sp. YBL2,2015,GenBank
eli,Erythrobacter litoralis,2006,RefSeq
ery,Erythrobacter sp. s21-N3,2015,GenBank
aay,Altererythrobacter atlanticus,2015,GenBank
amx,Altererythrobacter marensis,2015,GenBank
cna,Croceicoccus naphthovorans,2015,GenBank
gox,Gluconobacter oxydans 621H,2005,RefSeq
goh,Gluconobacter oxydans H24,2012,RefSeq
goy,Gluconobacter oxydans DSM 3504,2015,GenBank
gbe,Granulibacter bethesdensis CGDNIH1,2006,RefSeq
gbh,Granulibacter bethesdensis CGDNIH2,2014,GenBank
gbc,Granulibacter bethesdensis CGDNIH3,2014,GenBank
gbs,Granulibacter bethesdensis CGDNIH4,2014,GenBank
acr,Acidiphilium cryptum,2007,RefSeq
amv,Acidiphilium multivorum,2011,RefSeq
gdi,Gluconacetobacter diazotrophicus PAl 5 (Brazil),2007,RefSeq
gdj,Gluconacetobacter diazotrophicus PA1 5 (JGI),2008,RefSeq
gxy,Gluconacetobacter medellinensis NBRC 3288,2011,RefSeq
gxl,Gluconacetobacter xylinus E25,2014,GenBank
apt,Acetobacter pasteurianus IFO 3283-01,2009,RefSeq
apw,Acetobacter pasteurianus IFO 3283-01-42C,2012,RefSeq
apf,Acetobacter pasteurianus IFO 3283-03,2012,RefSeq
apu,Acetobacter pasteurianus IFO 3283-07,2012,RefSeq
apg,Acetobacter pasteurianus IFO 3283-12,2012,RefSeq
apq,Acetobacter pasteurianus IFO 3283-22,2012,RefSeq
apx,Acetobacter pasteurianus IFO 3283-26,2012,RefSeq
apz,Acetobacter pasteurianus IFO 3283-32,2012,RefSeq
apk,Acetobacter pasteurianus 386B,2013,GenBank
rru,Rhodospirillum rubrum ATCC 11170,2005,RefSeq
rrf,Rhodospirillum rubrum F11,2012,RefSeq
rce,Rhodospirillum centenum,2008,RefSeq
rpm,Rhodospirillum photometricum,2012,RefSeq
mag,Magnetospirillum magneticum,2005,RefSeq
mgy,Magnetospirillum gryphiswaldense,2013,RefSeq
azl,Azospirillum sp. B510,2010,RefSeq
ali,Azospirillum lipoferum,2012,RefSeq
abs,Azospirillum brasilense Sp245,2012,RefSeq
abq,Azospirillum brasilense Az39,2014,GenBank
tmo,Tistrella mobilis,2012,RefSeq
thal,Candidatus Endolissoclinum faulkneri,2012,RefSeq
txi,Thalassospira xiamenensis,2015,GenBank
magq,Magnetospira sp. QH-2,2015,GenBank
pbr,Parvularcula bermudensis,2010,RefSeq
mgm,Magnetococcus marinus,2006,RefSeq
mai,Micavibrio aeruginosavorus ARL-13,2011,RefSeq
man,Micavibrio aeruginosavorus EPB,2013,RefSeq
pgv,Polymorphum gilvum,2011,RefSeq
pub,Candidatus Pelagibacter ubique,2005,RefSeq
pel,Candidatus Pelagibacter sp. IMCC9063,2011,RefSeq
apc,Alpha proteobacterium HIMB59,2012,RefSeq
apm,Alpha proteobacterium HIMB5,2012,RefSeq
apb,Candidatus Puniceispirillum marinum,2010,RefSeq
bsu,Bacillus subtilis subsp. subtilis 168,1997,RefSeq
bsr,Bacillus subtilis subsp. subtilis RO-NN-1,2012,RefSeq
bsl,Bacillus subtilis subsp. subtilis BSP1,2012,RefSeq
bsh,Bacillus subtilis subsp. subtilis 6051-HGW,2013,RefSeq
bsy,Bacillus subtilis subsp. subtilis BAB-1,2013,RefSeq
bsut,Bacillus subtilis subsp. subtilis AG1839,2014,GenBank
bsul,Bacillus subtilis subsp. subtilis JH642,2014,GenBank
bsus,Bacillus subtilis subsp. subtilis OH 131.1,2014,GenBank
bss,Bacillus subtilis subsp. spizizenii W23,2010,RefSeq
bst,Bacillus subtilis subsp. spizizenii TU-B-10,2011,RefSeq
bso,Bacillus subtilis subsp. natto BEST195,2013,RefSeq
bsn,Bacillus subtilis BSn5,2011,RefSeq
bsq,Bacillus subtilis QB928,2012,RefSeq
bsx,Bacillus subtilis XF-1,2013,RefSeq
bsp,Bacillus subtilis PY79,2013,RefSeq
bli,Bacillus licheniformis ATCC 14580,2004,RefSeq
bld,Bacillus licheniformis DSM 13 = ATCC 14580,2004,RefSeq
blh,Bacillus licheniformis 9945A,2013,RefSeq
bao,Bacillus amyloliquefaciens DSM 7,2010,RefSeq
bay,Bacillus amyloliquefaciens FZB42,2007,RefSeq
baq,Bacillus amyloliquefaciens subsp. plantarum CAU B946,2012,RefSeq
bya,Bacillus amyloliquefaciens subsp. plantarum YAU B9601-Y2,2012,RefSeq
bamp,Bacillus amyloliquefaciens subsp. plantarum AS43.3,2012,RefSeq
baml,Bacillus amyloliquefaciens subsp. plantarum UCMB5036,2013,RefSeq
bama,Bacillus amyloliquefaciens subsp. plantarum UCMB5033,2013,RefSeq
bamn,Bacillus amyloliquefaciens subsp. plantarum UCMB5113,2013,RefSeq
bamb,Bacillus amyloliquefaciens subsp. plantarum NAU-B3,2013,RefSeq
bamt,Bacillus amyloliquefaciens subsp. plantarum TrigoCor1448,2014,GenBank
baz,Bacillus amyloliquefaciens TA208,2012,RefSeq
bql,Bacillus amyloliquefaciens LL3,2012,RefSeq
bxh,Bacillus amyloliquefaciens XH7,2012,RefSeq
bqy,Bacillus amyloliquefaciens Y2,2012,RefSeq
bami,Bacillus amyloliquefaciens IT-45,2013,RefSeq
bamc,Bacillus amyloliquefaciens CC178,2013,RefSeq
bamf,Bacillus amyloliquefaciens LFB112,2013,RefSeq
bamy,Bacillus amyloliquefaciens SQR9,2014,GenBank
bae,Bacillus atrophaeus 1942,2010,RefSeq
batr,Bacillus atrophaeus NRS 1221A,2015,GenBank
bha,Bacillus halodurans,2000,RefSeq
ban,Bacillus anthracis Ames,2003,RefSeq
bar,Bacillus anthracis Ames 0581,2004,RefSeq
bat,Bacillus anthracis Sterne,2004,RefSeq
bah,Bacillus anthracis CDC 684,2009,RefSeq
bai,Bacillus anthracis A0248,2009,RefSeq
bax,Bacillus anthracis H9401,2012,RefSeq
bant,Bacillus anthracis A16,2014,GenBank
banr,Bacillus anthracis A16R,2014,GenBank
bans,Bacillus anthracis SVA11,2014,GenBank
banh,Bacillus anthracis HYU01,2014,GenBank
banv,Bacillus anthracis Vollum,2014,GenBank
bal,Bacillus cereus biovar anthracis CI,2010,RefSeq
bce,Bacillus cereus ATCC 14579,2003,RefSeq
bca,Bacillus cereus ATCC 10987,2004,RefSeq
bcz,Bacillus cereus ZK,2004,RefSeq
bcr,Bacillus cereus AH187,2008,RefSeq
bcb,Bacillus cereus B4264,2008,RefSeq
bcu,Bacillus cereus AH820,2009,RefSeq
bcg,Bacillus cereus G9842,2009,RefSeq
bcq,Bacillus cereus Q1,2009,RefSeq
bcx,Bacillus cereus 03BB102,2009,RefSeq
bnc,Bacillus cereus NC7401,2012,RefSeq
bcf,Bacillus cereus F837/76,2012,RefSeq
bcer,Bacillus cereus FRI-35,2012,RefSeq
bcef,Bacillus cereus FT9,2014,GenBank
bcy,Bacillus cytotoxicus,2007,RefSeq
btk,Bacillus thuringiensis 97-27,2004,RefSeq
btl,Bacillus thuringiensis Al Hakam,2006,RefSeq
btb,Bacillus thuringiensis BMB171,2010,RefSeq
btt,Bacillus thuringiensis serovar kurstaki HD73,2013,RefSeq
bthr,Bacillus thuringiensis serovar kurstaki YBT-1520,2014,GenBank
bthi,Bacillus thuringiensis serovar kurstaki HD-1,2014,GenBank
btc,Bacillus thuringiensis serovar chinensis CT-43,2012,RefSeq
btf,Bacillus thuringiensis serovar finitimus YBT-020,2012,RefSeq
btm,Bacillus thuringiensis MC28,2012,RefSeq
btg,Bacillus thuringiensis Bt407,2012,RefSeq
bti,Bacillus thuringiensis HD-771,2012,RefSeq
btn,Bacillus thuringiensis HD-789,2013,RefSeq
btht,Bacillus thuringiensis serovar thuringiensis IS5056,2013,RefSeq
bthu,Bacillus thuringiensis YBT-1518,2013,RefSeq
btw,Bacillus thuringiensis HD1011,2015,GenBank
bwe,Bacillus weihenstephanensis KBAB4,2008,RefSeq
bww,Bacillus weihenstephanensis WSBC 10204,2014,GenBank
bty,Bacillus toyonensis,2013,RefSeq
bmyc,Bacillus mycoides 219298,2014,GenBank
bmyo,Bacillus mycoides ATCC 6462,2015,GenBank
bcl,Bacillus clausii,2005,RefSeq
bpu,Bacillus pumilus SAFR-032,2007,RefSeq
bpum,Bacillus pumilus MTCC B6033,2014,GenBank
bpf,Bacillus pseudofirmus,2010,RefSeq
bmq,Bacillus megaterium QM B1551,2010,RefSeq
bmd,Bacillus megaterium DSM 319,2010,RefSeq
bmh,Bacillus megaterium WSH-002,2012,RefSeq
bmeg,Bacillus megaterium NBRC 15308 = ATCC 14581,2015,GenBank
bco,Bacillus cellulosilyticus,2011,RefSeq
bck,Bacillus coagulans 2-6,2011,RefSeq
bag,Bacillus coagulans 36D1,2011,RefSeq
bcoa,Bacillus coagulans DSM 1 = ATCC 7050,2015,GenBank
bjs,Bacillus sp. JS,2012,RefSeq
baci,Bacillus sp. 1NLA3E,2013,RefSeq
bif,Bacillus infantis,2013,RefSeq
ble,Bacillus lehensis,2014,GenBank
bmet,Bacillus methanolicus,2014,GenBank
bmp,Bacillus methylotrophicus,2014,GenBank
gst,Bacillus sp. X1(2014),2014,GenBank
bacw,Bacillus sp. WP8,2015,GenBank
bacp,Bacillus sp. Pc3,2015,GenBank
bacb,Bacillus sp. BH072,2015,GenBank
bby,Bacillus bombysepticus,2015,GenBank
baco,Bacillus sp. OxB-1,2015,GenBank
bacy,Bacillus sp. YP1,2015,GenBank
bacl,Bacillus sp. BS34A,2015,GenBank
balm,Bacillus sp. LM 4-2,2015,GenBank
beo,Bacillus endophyticus,2015,GenBank
bsm,Bacillus smithii,2015,GenBank
oih,Oceanobacillus iheyensis,2002,RefSeq
gka,Geobacillus kaustophilus,2004,RefSeq
gtn,Geobacillus thermodenitrificans,2007,RefSeq
gth,Geobacillus thermoglucosidasius,2011,RefSeq
gte,Geobacillus thermoleovorans,2012,RefSeq
gwc,Geobacillus sp. WCH70,2009,RefSeq
gyc,Geobacillus sp. Y412MC61,2009,RefSeq
gya,Geobacillus sp. Y412MC52,2011,RefSeq
gct,Geobacillus sp. C56-T3,2010,RefSeq
gmc,Geobacillus sp. Y4.1MC1,2010,RefSeq
ggh,Geobacillus sp. GHH01,2013,RefSeq
gjf,Geobacillus sp. JF8,2013,RefSeq
gea,Geobacillus sp. 12AMOR1,2015,GenBank
afl,Anoxybacillus flavithermus,2008,RefSeq
agn,Anoxybacillus gonensis,2015,GenBank
axl,Amphibacillus xylanus,2012,RefSeq
lsp,Lysinibacillus sphaericus,2008,RefSeq
lgy,Lysinibacillus sp. GY32,2014,GenBank
lfu,Lysinibacillus fusiformis,2015,GenBank
hhd,Halobacillus halophilus,2012,RefSeq
tap,Terribacillus aidingensis,2014,GenBank
vir,Virgibacillus sp. SK37,2014,GenBank
bse,Bacillus selenitireducens,2010,RefSeq
sau,Staphylococcus aureus subsp. aureus N315 (MRSA/VSSA),2001,RefSeq
sav,Staphylococcus aureus subsp. aureus Mu50 (MRSA/VISA),2001,RefSeq
saw,Staphylococcus aureus subsp. aureus Mu3 (MRSA/hetero-VISA),2007,RefSeq
sah,Staphylococcus aureus subsp. aureus JH1 (MRSA/VSSA),2007,RefSeq
saj,Staphylococcus aureus subsp. aureus JH9 (MRSA/VRSA),2007,RefSeq
sam,Staphylococcus aureus subsp. aureus MW2 (CA-MRSA),2002,RefSeq
sas,Staphylococcus aureus subsp. aureus MSSA476 (MSSA),2004,RefSeq
sar,Staphylococcus aureus subsp. aureus MRSA252 (MRSA),2004,RefSeq
sac,Staphylococcus aureus subsp. aureus COL (MRSA),2005,RefSeq
sax,Staphylococcus aureus subsp. aureus USA300_TCH1516 (CA-MSSA),2007,RefSeq
saa,Staphylococcus aureus subsp. aureus USA300_FPR3757 (CA-MRSA),2006,RefSeq
sao,Staphylococcus aureus subsp. aureus NCTC8325,2006,RefSeq
sae,Staphylococcus aureus subsp. aureus Newman,2007,RefSeq
sad,Staphylococcus aureus subsp. aureus ED98,2009,RefSeq
suu,Staphylococcus aureus subsp. aureus M013 (CA-MRSA),2012,RefSeq
suv,Staphylococcus aureus subsp. aureus VC40,2012,RefSeq
suh,Staphylococcus aureus subsp. aureus MSHR1132,2012,RefSeq
sue,Staphylococcus aureus subsp. aureus ED133,2012,RefSeq
suj,Staphylococcus aureus subsp. aureus JKD6159 (CA-MRSA),2012,RefSeq
suk,Staphylococcus aureus subsp. aureus JKD6008 (MRSA/VISA),2012,RefSeq
suc,Staphylococcus aureus subsp. aureus ECT-R 2,2012,RefSeq
sut,Staphylococcus aureus subsp. aureus T0131 (MRSA),2012,RefSeq
suq,Staphylococcus aureus subsp. aureus TCH60,2012,RefSeq
suz,Staphylococcus aureus subsp. aureus 11819-97 (CA-MRSA),2012,RefSeq
sud,Staphylococcus aureus subsp. aureus 71193,2012,RefSeq
sux,Staphylococcus aureus subsp. aureus HO 5096 0412,2012,RefSeq
suw,Staphylococcus aureus subsp. aureus TW20 (MRSA),2012,RefSeq
sug,Staphylococcus aureus subsp. aureus ST398 (MRSA),2012,RefSeq
suf,Staphylococcus aureus subsp. aureus LGA251,2012,RefSeq
saua,Staphylococcus aureus subsp. aureus 55/2053,2013,RefSeq
saue,Staphylococcus aureus subsp. aureus 6850 (MSSA),2013,RefSeq
saun,Staphylococcus aureus subsp. aureus CN1 (CA-MRSA),2013,RefSeq
saus,Staphylococcus aureus subsp. aureus SA40 (CA-MRSA),2013,RefSeq
sauu,Staphylococcus aureus subsp. aureus SA957 (CA-MRSA),2013,RefSeq
saug,Staphylococcus aureus subsp. aureus SA268 (CA-MRSA),2015,GenBank
sauz,Staphylococcus aureus subsp. aureus Z172 (MRSA/VISA),2013,RefSeq
saut,Staphylococcus aureus subsp. aureus ST228/10388 (MRSA),2014,GenBank
sauj,Staphylococcus aureus subsp. aureus ST228/10497 (MRSA),2014,GenBank
sauk,Staphylococcus aureus subsp. aureus ST228/15532 (MRSA),2014,GenBank
sauq,Staphylococcus aureus subsp. aureus ST228/16035 (MRSA),2014,GenBank
sauv,Staphylococcus aureus subsp. aureus ST228/18412 (MRSA),2014,GenBank
sauw,Staphylococcus aureus subsp. aureus ST228/16125 (MRSA),2014,GenBank
saux,Staphylococcus aureus subsp. aureus ST228/18341 (MRSA),2014,GenBank
sauy,Staphylococcus aureus subsp. aureus ST228/18583 (MRSA),2014,GenBank
sab,Staphylococcus aureus RF122,2005,RefSeq
suy,Staphylococcus aureus 04-02981,2012,RefSeq
saub,Staphylococcus aureus 08BA02176,2012,RefSeq
saum,Staphylococcus aureus M1,2013,RefSeq
sauc,Staphylococcus aureus CA-347,2013,RefSeq
saur,Staphylococcus aureus Bmb9393,2013,RefSeq
saui,Staphylococcus aureus USA300-ISMMS1,2014,GenBank
saud,Staphylococcus aureus 502A,2014,GenBank
sauf,Staphylococcus aureus NRS 100,2014,GenBank
sep,Staphylococcus epidermidis ATCC 12228,2003,RefSeq
ser,Staphylococcus epidermidis RP62A,2005,RefSeq
sepp,Staphylococcus epidermidis PM221,2014,GenBank
seps,Staphylococcus epidermidis SEI,2014,GenBank
sha,Staphylococcus haemolyticus JCSC1435,2005,RefSeq
shh,Staphylococcus haemolyticus Sh29/312/L2,2015,GenBank
ssp,Staphylococcus saprophyticus,2005,RefSeq
sca,Staphylococcus carnosus,2009,RefSeq
slg,Staphylococcus lugdunensis HKU09-01,2010,RefSeq
sln,Staphylococcus lugdunensis N920143,2012,RefSeq
ssd,Staphylococcus pseudintermedius HKU10-03,2011,RefSeq
sdt,Staphylococcus pseudintermedius ED99,2012,RefSeq
swa,Staphylococcus warneri,2013,RefSeq
spas,Staphylococcus pasteuri,2013,RefSeq
sxy,Staphylococcus xylosus HKUOPL8,2014,GenBank
sxl,Staphylococcus xylosus SMQ-121,2014,GenBank
sxo,Staphylococcus xylosus C2a,2015,GenBank
shu,Staphylococcus hyicus,2015,GenBank
scap,Staphylococcus capitis,2015,GenBank
mcl,Macrococcus caseolyticus,2009,RefSeq
lmo,Listeria monocytogenes EGD-e,2001,RefSeq
lmf,Listeria monocytogenes F2365,2004,RefSeq
lmh,Listeria monocytogenes HCC23,2008,RefSeq
lmc,Listeria monocytogenes Clip81459,2009,RefSeq
lmn,Listeria monocytogenes 08-5578,2010,RefSeq
lmy,Listeria monocytogenes 08-5923,2010,RefSeq
lmt,Listeria monocytogenes 10403S,2012,RefSeq
lmg,Listeria monocytogenes FSL R2-561,2012,RefSeq
lms,Listeria monocytogenes Finland 1998,2012,RefSeq
lmj,Listeria monocytogenes J0161,2012,RefSeq
lmq,Listeria monocytogenes M7,2012,RefSeq
lml,Listeria monocytogenes L99,2012,RefSeq
lmp,Listeria monocytogenes 07PF0776,2012,RefSeq
lmw,Listeria monocytogenes SLCC2755,2012,RefSeq
lmx,Listeria monocytogenes SLCC2372,2012,RefSeq
lmz,Listeria monocytogenes serotype 7 SLCC2482,2012,RefSeq
lmon,Listeria monocytogenes SLCC2376,2012,RefSeq
lmoc,Listeria monocytogenes SLCC5850,2012,RefSeq
lmos,Listeria monocytogenes SLCC7179,2012,RefSeq
lmoo,Listeria monocytogenes SLCC2378,2012,RefSeq
lmoy,Listeria monocytogenes SLCC2479,2012,RefSeq
lmot,Listeria monocytogenes SLCC2540,2012,RefSeq
lmoa,Listeria monocytogenes ATCC 19117,2012,RefSeq
lmol,Listeria monocytogenes L312,2012,RefSeq
lmog,Listeria monocytogenes serotype 4b LL195,2013,RefSeq
lmoe,Listeria monocytogenes La111,2013,RefSeq
lmob,Listeria monocytogenes N53-1,2013,RefSeq
lmoj,Listeria monocytogenes J1-220,2013,RefSeq
lmoz,Listeria monocytogenes J1816,2013,RefSeq
lmod,Listeria monocytogenes EGD,2013,RefSeq
lmow,Listeria monocytogenes WSLC1001,2014,GenBank
lmox,Listeria monocytogenes WSLC1042,2014,GenBank
lmoq,Listeria monocytogenes 6179,2014,GenBank
lmr,Listeria monocytogenes R479a,2014,GenBank
lmok,Listeria monocytogenes NE dc2014,2014,GenBank
lmv,Listeria monocytogenes CFSAN006122,2014,GenBank
lmom,Listeria monocytogenes Lm60,2014,GenBank
lin,Listeria innocua,2001,RefSeq
lwe,Listeria welshimeri,2006,RefSeq
lsg,Listeria seeligeri,2010,RefSeq
liv,Listeria ivanovii subsp. ivanovii PAM 55,2011,RefSeq
lii,Listeria ivanovii subsp. ivanovii WSLC 3010,2014,GenBank
liw,Listeria ivanovii WSLC3009,2014,GenBank
lia,Listeria ivanovii subsp. londoniensis WSLC 30167,2014,GenBank
lio,Listeria ivanovii subsp. londoniensis WSLC 30151,2014,GenBank
esi,Exiguobacterium sibiricum,2008,RefSeq
eat,Exiguobacterium sp. AT1b,2009,RefSeq
ean,Exiguobacterium antarcticum,2012,RefSeq
exm,Exiguobacterium sp. MH3,2013,RefSeq
bbe,Brevibacillus brevis,2009,RefSeq
blr,Brevibacillus laterosporus,2015,GenBank
pjd,Paenibacillus sp. JDR-2,2009,RefSeq
gym,Paenibacillus sp. Y412MC10,2009,RefSeq
ppy,Paenibacillus polymyxa E681,2010,RefSeq
ppm,Paenibacillus polymyxa SC2,2010,RefSeq
ppo,Paenibacillus polymyxa M1,2012,RefSeq
ppol,Paenibacillus polymyxa CR1,2013,RefSeq
ppq,Paenibacillus polymyxa SQR-21,2014,GenBank
ppoy,Paenibacillus polymyxa Sb3-1,2015,GenBank
pms,Paenibacillus mucilaginosus KNP414,2011,RefSeq
pmq,Paenibacillus mucilaginosus 3016,2012,RefSeq
